28,034000
64,846000
84,232000
93,019000
97,099000
98,793000
99,518000
99,787000
99,912000
99,952000
99,968000
99,976000
99,980000
99,981000
99,984000
99,989000
99,991000
99,992000
99,993000
99,995000
99,996000
99,996000
99,997000
99,997000
99,997000
99,998000
99,999000
99,999000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
