38,425000
71,901000
86,481000
93,355000
96,822000
98,390000
99,075000
99,423000
99,642000
99,780000
99,874000
99,928000
99,959000
99,975000
99,980000
99,982000
99,987000
99,990000
99,995000
99,997000
99,999000
99,999000
99,999000
99,999000
99,999000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
