59,733000
88,370000
95,312000
98,005000
99,156000
99,609000
99,802000
99,896000
99,932000
99,961000
99,974000
99,983000
99,986000
99,996000
99,998000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
