68,917000
88,704000
96,418000
98,724000
99,432000
99,718000
99,855000
99,919000
99,955000
99,967000
99,978000
99,986000
99,992000
99,996000
99,998000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
