41,000000
76,593000
90,062000
95,533000
98,002000
99,055000
99,474000
99,680000
99,774000
99,838000
99,889000
99,938000
99,967000
99,983000
99,987000
99,988000
99,988000
99,988000
99,988000
99,988000
99,989000
99,989000
99,995000
99,996000
99,996000
99,999000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
