38,959000
74,741000
88,750000
94,350000
97,060000
98,237000
98,839000
99,215000
99,425000
99,613000
99,739000
99,826000
99,866000
99,898000
99,922000
99,950000
99,971000
99,983000
99,993000
99,996000
99,997000
99,999000
99,999000
99,999000
99,999000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
